,Date,unemployment_rate,inflation_rate,treasury_yield,Monthly Real GDP Index,GDP_growth,SP500_return
63,2005-04-01,5.2,193.7,4.497727272727273,14812.08122,0.23261628227277953,-1.4880654744024668
64,2005-05-01,5.1,193.6,4.3409523809523805,14777.61251,-0.23270673099913264,3.2224295930256774
65,2005-06-01,5.0,193.7,4.144285714285714,14930.16189,1.0323005823624554,-0.2510800804404467
66,2005-07-01,5.0,194.9,3.998181818181818,14945.10914,0.1001144536149523,4.245182132297276
67,2005-08-01,4.9,196.1,4.1775,14981.79124,0.24544551435774498,-0.9374114944629031
68,2005-09-01,5.0,198.8,4.262608695652174,14942.74584,-0.26061903663263664,0.37525947087921896
69,2005-10-01,5.0,199.1,4.199047619047619,14964.05831,0.1426275346459338,-1.949472313973688
70,2005-11-01,5.0,198.1,4.4635,14996.76683,0.21858054360923695,4.395228292329345
71,2005-12-01,4.9,198.1,4.535,15163.5794,1.1123235554099775,-0.7176588058083633
72,2006-01-01,4.7,199.3,4.467142857142857,15213.19629,0.3272109354338859,2.9442456222498414
73,2006-02-01,4.8,199.4,4.416,15196.23537,-0.11148820850453989,0.5725180304536615
74,2006-03-01,4.7,199.7,4.568947368421052,15323.42151,0.8369582130261399,1.247765520680466
75,2006-04-01,4.7,200.7,4.7239130434782615,15240.50196,-0.541129472591273,1.6659074036440957
76,2006-05-01,4.6,201.3,4.990526315789474,15312.99659,0.4756708813808741,-3.0120801703496736
77,2006-06-01,4.6,201.8,5.11,15291.72187,-0.1389324413086701,-0.1804051334823864
78,2006-07-01,4.7,202.9,5.106363636363636,15244.73181,-0.3072908361757998,0.8918135768207991
79,2006-08-01,4.7,203.8,5.0875,15303.67178,0.3866251681865496,2.1822855222858983
80,2006-09-01,4.5,202.8,4.8765217391304345,15365.90158,0.40663313284936553,2.2504029548484183
81,2006-10-01,4.4,201.9,4.718999999999999,15367.51223,0.010481975246401376,3.6053188016007542
82,2006-11-01,4.5,202.0,4.729047619047619,15475.63782,0.7035985290378965,1.9885442319677704
83,2006-12-01,4.4,203.1,4.595238095238095,15458.54011,-0.11048145607222004,0.7756426494891278
84,2007-01-01,4.6,203.437,4.5645,15444.30537,-0.09208333968607763,2.0696176773359554
85,2007-02-01,4.5,204.226,4.7595238095238095,15546.46069,0.6614432799187719,-1.9617615186831028
86,2007-03-01,4.4,205.288,4.722631578947369,15446.77305,-0.6412240186869145,0.7592292263465472
87,2007-04-01,4.5,205.904,4.5645454545454545,15575.93377,0.8361663603259739,4.843787502779007
88,2007-05-01,4.4,206.755,4.6938095238095245,15569.89167,-0.03879125379716575,3.391995645075019
89,2007-06-01,4.6,207.234,4.746363636363636,15588.00981,0.11636651290842792,-1.8849410421510004
90,2007-07-01,4.7,207.603,5.102857142857142,15537.68085,-0.3228696967313427,-2.713537068797034
91,2007-08-01,4.6,207.667,5.0042857142857144,15723.08754,1.1932713240148773,1.2832998769115367
92,2007-09-01,4.7,208.547,4.674782608695652,15754.46532,0.19956500223110574,3.380947391966327
93,2007-10-01,4.7,209.19,4.521578947368421,15733.43991,-0.13345683000304254,1.8375162528939448
94,2007-11-01,4.7,210.834,4.527727272727272,15759.36406,0.16477102368137597,-3.8732452256436845
95,2007-12-01,5.0,211.445,4.1485,15809.07144,0.3154148848313332,-1.6480400823015384
96,2008-01-01,5.0,212.174,4.0975,15843.06539,0.21502812564935248,-5.547475234454002
97,2008-02-01,4.9,212.687,3.744285714285714,15621.46185,-1.398741560076333,-2.584285640512496
98,2008-03-01,5.1,213.448,3.7375,15644.68252,0.14864594762622474,-1.3824480472780176
99,2008-04-01,5.0,213.942,3.5100000000000002,15694.73456,0.3199300461100174,5.284916718161781
100,2008-05-01,5.4,215.208,3.675,15735.02076,0.25668608695474937,1.5116519207109658
101,2008-06-01,5.6,217.463,3.8800000000000003,15948.42307,1.3562251569600114,-8.813678643232825
102,2008-07-01,5.8,219.016,4.099523809523809,15816.58401,-0.8266589080396125,-0.4028790113536629
103,2008-08-01,6.1,218.69,4.007727272727273,15742.31967,-0.46953463499480597,1.545382281140406
104,2008-09-01,6.1,218.877,3.8857142857142852,15570.01548,-1.0945285930659798,-9.93866038310901
105,2008-10-01,6.5,216.995,3.6861904761904762,15446.6238,-0.792495551199035,-16.03546504428347
106,2008-11-01,6.8,213.153,3.814090909090909,15461.75577,0.09796296068271815,-6.960661027934689
107,2008-12-01,7.3,211.398,3.526666666666667,15191.6065,-1.7472095279383648,0.16651434869039416
108,2009-01-01,7.8,211.933,2.4163636363636365,15229.5387,0.249691828181553,-7.466310878105897
109,2009-02-01,8.3,212.705,2.5175,15180.04541,-0.32498220054425486,-10.744906125715092
110,2009-03-01,8.7,212.495,2.87,15153.12696,-0.17732786215690632,7.561149959546154
111,2009-04-01,9.0,212.709,2.819545454545455,15148.2272,-0.03233497622592285,10.721504100939994
112,2009-05-01,9.4,213.022,2.927142857142857,15166.30278,0.11932472203743938,5.845369105109621
113,2009-06-01,9.5,214.79,3.293,15170.94893,0.030634691047626283,-0.6268606711154923
114,2009-07-01,9.5,214.726,3.7218181818181817,15152.51422,-0.1215132295617094,8.06761100106499
115,2009-08-01,9.6,215.445,3.5622727272727275,15244.86249,0.6094583952154231,3.6939568080030405
116,2009-09-01,9.8,215.861,3.587142857142857,15252.80656,0.052109817357903765,3.0548401533079472
117,2009-10-01,10.0,216.509,3.401904761904762,15451.96364,1.3057077673972683,-1.4553232745834421
118,2009-11-01,9.9,217.234,3.3876190476190478,15386.44055,-0.4240437754486015,6.160663985034276
119,2009-12-01,9.9,217.347,3.4026315789473687,15299.2781,-0.5664887191859314,1.3643737560352642
120,2010-01-01,9.8,217.488,3.5900000000000003,15398.91178,0.6512312499241446,-3.115446864860949
121,2010-02-01,9.8,217.281,3.7331578947368427,15436.00918,0.24090923131452335,3.119469501595562
122,2010-03-01,9.9,217.353,3.691052631578947,15533.26715,0.6300719885941497,5.652901296696489
123,2010-04-01,9.9,217.403,3.7273913043478264,15594.2031,0.3922931950604003,1.9651940109746802
124,2010-05-01,9.6,217.29,3.8468181818181817,15573.71634,-0.13137420276384537,-7.945469601590249
125,2010-06-01,9.4,217.199,3.4200000000000004,15649.2109,0.4847562287114249,-5.623101621096637
126,2010-07-01,9.4,217.605,3.2040909090909087,15720.71743,0.4569337742134971,7.338311130668274
127,2010-08-01,9.5,217.923,3.0114285714285716,15690.47474,-0.19237474456661463,-4.498037555455592
128,2010-09-01,9.5,218.275,2.6986363636363637,15767.80722,0.4928625888090954,8.375276611374094
129,2010-10-01,9.4,219.035,2.6476190476190475,15807.57749,0.2522244814710417,4.376015410593381
130,2010-11-01,9.8,219.59,2.54,15761.11335,-0.2939358673357373,0.0
131,2010-12-01,9.3,220.472,2.763,15855.42131,0.5983584909628137,6.127086524082004
132,2011-01-01,9.1,221.187,3.290909090909091,15713.69414,-0.8938719900846381,2.8681724763852667
133,2011-02-01,9.0,221.898,3.3939999999999997,15692.26131,-0.13639587107300288,3.4737524148209076
134,2011-03-01,9.0,223.046,3.5763157894736843,15903.73668,1.3476411450352055,-0.42058853629725057
135,2011-04-01,9.1,224.093,3.4143478260869564,15940.24741,0.22957328038457625,3.343108653390092
136,2011-05-01,9.0,224.806,3.4549999999999996,15870.0818,-0.44017892693423155,-1.1214239135358683
137,2011-06-01,9.1,224.806,3.168571428571429,15820.31685,-0.3135771486697747,-2.1719772046414954
138,2011-07-01,9.0,225.395,3.002272727272727,15862.13448,0.26432865028238606,-1.5146181940053571
139,2011-08-01,9.0,226.106,3.003,15935.32267,0.46140190081152,-5.497524297550804
140,2011-09-01,9.0,226.597,2.3030434782608693,15814.76957,-0.7565149604843224,-7.421089070870934
141,2011-10-01,8.8,226.75,1.975238095238095,16079.73806,1.6754495778593892,11.488581021207956
142,2011-11-01,8.6,227.169,2.152,16034.59817,-0.280725281914207,-0.4063915537914631
143,2011-12-01,8.5,227.223,2.0134999999999996,16031.99829,-0.016214188671492824,0.4080498338514982
144,2012-01-01,8.3,227.842,1.9780952380952381,16085.00123,0.3306071959417567,5.301093596806727
145,2012-02-01,8.3,228.329,1.9665,16312.97611,1.4173134135346377,4.340494314794885
146,2012-03-01,8.2,228.807,1.9675,16141.83137,-1.0491325362457116,2.766049420847927
147,2012-04-01,8.2,229.187,2.1727272727272724,16232.57349,0.5621550487056037,-0.23227059889587842
148,2012-05-01,8.2,228.713,2.052857142857143,16273.58535,0.25265162067655833,-6.005585486430731
149,2012-06-01,8.2,228.524,1.8031818181818182,16254.9869,-0.11428612441571895,3.5217519511574036
150,2012-07-01,8.2,228.59,1.6223809523809525,16324.45059,0.42733771750993466,1.707215661721806
151,2012-08-01,8.1,229.918,1.5266666666666668,16234.63404,-0.5501964645292179,2.505286195566958
152,2012-09-01,7.8,231.015,1.6782608695652175,16287.38382,0.32492127552754546,1.9906419062859948
153,2012-10-01,7.8,231.638,1.7231578947368422,16217.92692,-0.4264460196161779,-1.2957496294273008
154,2012-11-01,7.7,231.249,1.7461904761904763,16294.76466,0.47378274904694706,0.5659844824015714
155,2012-12-01,7.9,231.221,1.654,16387.52553,0.5692679332013117,0.18290906287687925
156,2013-01-01,8.0,231.679,1.719,16514.92461,0.7774149902422645,5.8646077504239
157,2013-02-01,7.7,232.937,1.9147619047619049,16372.38465,-0.8630978546138146,1.2758464295475225
158,2013-03-01,7.5,232.282,1.9842105263157896,16437.41777,0.39721226559381595,3.3375067093837085
159,2013-04-01,7.6,231.797,1.9575,16451.43006,0.08524629717432397,2.3745366610591345
160,2013-05-01,7.5,231.893,1.7590909090909093,16420.07273,-0.19060549682086148,2.3610040001835086
161,2013-06-01,7.5,232.445,1.9281818181818182,16521.95952,0.6205014537715714,-1.853781049683989
162,2013-07-01,7.3,232.9,2.3,16556.71487,0.21035852289752466,5.724173206456062
163,2013-08-01,7.2,233.456,2.5822727272727275,16619.25061,0.3777062085746907,-2.999246423760571
164,2013-09-01,7.2,233.544,2.7372727272727273,16608.53264,-0.06449129537494658,2.664237266911873
165,2013-10-01,7.2,233.669,2.8095,16675.5499,0.40351102323510357,5.140646333933407
166,2013-11-01,6.9,234.1,2.6159090909090907,16753.74525,0.4689221672983468,2.963787884960123
167,2013-12-01,6.7,234.719,2.718421052631579,16709.26425,-0.2654988442061912,2.0386405621971804
168,2014-01-01,6.6,235.288,2.901904761904762,16605.03591,-0.6237757596059379,-3.0010381323969604
169,2014-02-01,6.7,235.547,2.858095238095238,16681.05646,0.45781623365366286,4.551575061740576
170,2014-03-01,6.7,236.028,2.709473684210526,16676.96844,-0.02450696099376426,0.3865040884718729
171,2014-04-01,6.2,236.468,2.723333333333333,16803.35175,0.7578314395371155,1.1395525868714618
172,2014-05-01,6.3,236.918,2.705238095238095,16867.1599,0.37973465621223834,2.320663692861036
173,2014-06-01,6.1,237.231,2.559047619047619,16934.15884,0.39721530119603,1.5777358666455132
174,2014-07-01,6.2,237.498,2.5985714285714288,17022.40393,0.5211070170876075,-0.871009024767655
175,2014-08-01,6.1,237.46,2.5422727272727275,17117.36074,0.5578343128883834,3.9463316484089406
176,2014-09-01,5.9,237.477,2.42,17054.43878,-0.3675914818629944,-1.8384658502866635
177,2014-10-01,5.7,237.43,2.5342857142857143,17142.93257,0.5188900739658386,2.8335219056823124
178,2014-11-01,5.8,236.983,2.304090909090909,17151.79412,0.0516921475588461,2.747214808827847
179,2014-12-01,5.6,236.252,2.3255555555555554,17129.30059,-0.13114388991978254,-0.8011636831725455
180,2015-01-01,5.7,234.747,2.2072727272727275,17274.73477,0.84903746790983,-2.427334914847934
181,2015-02-01,5.5,235.342,1.8815000000000002,17353.58436,0.4564445767175185,5.620435224357356
182,2015-03-01,5.4,235.976,1.9752631578947368,17213.75539,-0.8057641989069886,-2.0079702025157298
183,2015-04-01,5.4,236.222,2.0427272727272725,17389.54895,1.0212388640199022,1.43413285673204
184,2015-05-01,5.6,237.001,1.935,17349.77882,-0.22870133155467043,1.2856533657414015
185,2015-06-01,5.3,237.657,2.1975000000000002,17403.51044,0.30969628234140956,-2.5054693362690394
186,2015-07-01,5.2,238.034,2.3636363636363638,17403.97079,0.002645155996483517,2.7563409897503277
187,2015-08-01,5.1,238.033,2.3245454545454547,17407.66602,0.02123210872155834,-6.094995242835688
188,2015-09-01,5.0,237.498,2.1671428571428573,17499.9371,0.5300600315630177,-3.055626971041492
189,2015-10-01,5.0,237.733,2.172857142857143,17488.01373,-0.068133787749447,9.070107662828253
190,2015-11-01,5.1,238.017,2.07,17422.41305,-0.3751179580072317,0.3654833325026807
191,2015-12-01,5.0,237.761,2.263157894736842,17477.62378,0.31689485171517706,-2.3096621980968735
192,2016-01-01,4.8,237.652,2.2427272727272727,17548.10375,0.40325830837855126,-4.413148075286156
193,2016-02-01,4.9,237.336,2.0852631578947367,17517.7857,-0.1727710892978851,-0.08255719614741475
194,2016-03-01,5.0,238.08,1.7795,17630.83661,0.6453493148965705,6.178937413541075
195,2016-04-01,5.1,238.992,1.8890909090909092,17643.86692,0.07390636240489634,0.9119296139514343
196,2016-05-01,4.8,239.557,1.805238095238095,17588.87336,-0.31168654949251806,1.7011550250151108
197,2016-06-01,4.9,240.222,1.8061904761904761,17623.1511,0.19488309056765463,-0.17156360084241706
198,2016-07-01,4.8,240.101,1.6440909090909093,17631.49454,0.04734363311451606,4.186159908386156
199,2016-08-01,4.9,240.545,1.504,17739.19503,0.6108415242715992,0.11973562184639519
200,2016-09-01,5.0,241.176,1.556521739130435,17802.69967,0.357990539551567,-0.49683060294277714
201,2016-10-01,4.9,241.741,1.6304761904761906,17736.19871,-0.37354424459602464,-1.2373086535612865
202,2016-11-01,4.7,242.026,1.7645,17834.71328,0.5554435401338598,3.6838265642193946
203,2016-12-01,4.7,242.637,2.1420000000000003,17866.75842,0.1796784702781551,1.4293556798824492
204,2017-01-01,4.7,243.618,2.491904761904762,17844.63148,-0.12384417743752651,2.389421641933831
205,2017-02-01,4.6,244.006,2.4325,17871.66938,0.1515183994149849,3.9291598189304944
206,2017-03-01,4.4,243.892,2.4189473684210525,17951.13045,0.4446202999308202,-0.30871309704741945
207,2017-04-01,4.4,244.193,2.4817391304347827,17869.62723,-0.4540283422652225,1.4319994851834439
208,2017-05-01,4.4,244.004,2.2973684210526315,17990.15203,0.674467343099705,1.4112635503029436
209,2017-06-01,4.3,244.163,2.3036363636363637,18078.12548,0.4890089302930667,0.14912862886033995
210,2017-07-01,4.3,244.243,2.186818181818182,18062.10833,-0.08859961735369071,2.5531001810717324
211,2017-08-01,4.4,245.183,2.318,18118.45513,0.3119613666938914,0.2917647045969529
212,2017-09-01,4.3,246.435,2.2091304347826086,18203.67684,0.4703585895626139,1.5111817357696955
213,2017-10-01,4.2,246.626,2.202,18200.69647,-0.016372351729798673,2.864361863214948
214,2017-11-01,4.2,247.284,2.3600000000000003,18333.14357,0.7277034712287689,3.056593638151095
215,2017-12-01,4.1,247.805,2.3533333333333335,18397.35442,0.35024462528658873,0.6980566041878467
216,2018-01-01,4.0,248.859,2.4025,18382.65973,-0.07987393004738053,6.175890790273919
217,2018-02-01,4.1,249.529,2.583809523809524,18486.52089,0.5649952810174774,-3.636061388884093
218,2018-03-01,4.0,249.577,2.8589473684210525,18442.46896,-0.23829216033737222,-3.129014287878651
219,2018-04-01,4.0,250.227,2.8423809523809522,18513.2169,0.3836142555177835,0.9193889235385999
220,2018-05-01,3.8,250.792,2.869047619047619,18574.66281,0.33190293362792556,2.430949395555926
221,2018-06-01,4.0,251.018,2.977727272727273,18609.49685,0.18753524818357903,0.12547117618786352
222,2018-07-01,3.8,251.214,2.9123809523809525,18643.3542,0.181935870017913,4.170328470882012
223,2018-08-01,3.8,251.663,2.889047619047619,18737.1939,0.5033412925234071,3.1919817732079636
224,2018-09-01,3.7,252.182,2.889130434782609,18719.03344,-0.09692198360609083,0.14122006523793473
225,2018-10-01,3.8,252.772,3.004210526315789,18735.63931,0.08871115088942005,-6.489016198173081
226,2018-11-01,3.8,252.594,3.152272727272727,18695.31799,-0.21521187151846144,1.8549162472839553
227,2018-12-01,3.9,252.767,3.117,18770.61122,0.40273842916325187,-9.334310684883873
228,2019-01-01,4.0,252.718,2.8326315789473684,18835.01997,0.3431361357661977,8.63727095217557
229,2019-02-01,3.8,253.322,2.713809523809524,18828.23268,-0.036035480773632944,3.241604948627397
230,2019-03-01,3.8,254.202,2.6763157894736844,18843.31356,0.08009716183301485,1.3635696048746482
231,2019-04-01,3.6,255.211,2.570952380952381,18910.80409,0.35816699533817165,4.543687897899429
232,2019-05-01,3.7,255.29,2.532380952380952,18926.53818,0.08320159166748109,-6.377098235193934
233,2019-06-01,3.6,255.159,2.395,19049.45658,0.6494499883232141,6.440930963184233
234,2019-07-01,3.7,255.685,2.074,19101.15225,0.2713760877266935,2.005681084858013
235,2019-08-01,3.7,256.059,2.059090909090909,19130.45744,0.1534210586693785,-1.6743482891824146
236,2019-09-01,3.5,256.511,1.6263636363636365,19161.46245,0.16207145123028344,1.4771676816446755
237,2019-10-01,3.6,257.244,1.6995,19141.96768,-0.1017394682210071,2.6824732936582496
238,2019-11-01,3.6,257.803,1.7068181818181818,19239.41847,0.5090949458754768,3.6198357014562754
239,2019-12-01,3.6,258.616,1.8121052631578947,19266.04452,0.1383932162061896,2.402097598539399
240,2020-01-01,3.5,259.037,1.8628571428571428,19209.32653,-0.29439353750647657,0.4510460294705476
241,2020-02-01,3.5,259.248,1.7576190476190479,19371.07984,0.8420561217874267,-7.916568740425656
242,2020-03-01,4.4,258.124,1.5042105263157897,18390.26178,-5.0633112252971735,-12.998713445433484
243,2020-04-01,14.7,256.092,0.87,16574.99805,-9.870787875212084,13.361052859932032
244,2020-05-01,13.2,255.868,0.6576190476190477,17282.66029,4.269455947236156,4.764516546959774
245,2020-06-01,11.0,256.986,0.674,18282.09759,5.782890383943329,1.3275351236691435
246,2020-07-01,10.2,258.278,0.7286363636363636,18536.09375,1.3893162901555067,6.355212244808306
247,2020-08-01,8.4,259.411,0.6236363636363637,18738.11884,1.0899011017356353,6.979689683116508
248,2020-09-01,7.9,260.029,0.65,18962.23714,1.196055494757453,-4.1281539118833255
249,2020-10-01,6.9,260.286,0.6795238095238095,19056.66869,0.4979979382327082,-2.1030383658258933
250,2020-11-01,6.7,260.813,0.7871428571428571,18846.65455,-1.102050643878827,10.8776734460716
251,2020-12-01,6.7,262.035,0.8700000000000001,18874.97219,0.15025287339391902,3.2646570106811934
252,2021-01-01,6.3,262.65,0.9336363636363636,19221.7842,1.8374173297258656,-0.5971228794490524
253,2021-02-01,6.2,263.638,1.0810526315789473,18992.81259,-1.1912089305424423,2.7805526854594698
254,2021-03-01,6.1,264.914,1.2578947368421052,19440.15176,2.3553076611493085,4.198639315183961
255,2021-04-01,6.1,266.67,1.6108695652173912,19455.10312,0.07690968766387307,5.63590525419797
256,2021-05-01,5.8,268.444,1.635,19578.17005,0.6325688907476756,0.656603894142882
257,2021-06-01,5.9,270.559,1.621,19605.69932,0.1406120691039625,1.9093455188899933
258,2021-07-01,5.4,271.764,1.5190909090909093,19564.45244,-0.21038209005849184,2.776389687810865
259,2021-08-01,5.2,272.87,1.3185714285714287,19705.59479,0.7214224391551616,2.9759922308802977
260,2021-09-01,4.8,274.028,1.2831818181818182,19754.00503,0.2456674894409483,-4.964999442331408
261,2021-10-01,4.5,276.522,1.3747619047619049,20005.46974,1.2729808948519938,7.359186178578692
262,2021-11-01,4.2,278.711,1.5825,19976.56372,-0.14449058370374912,-0.8034753617101709
263,2021-12-01,3.9,280.887,1.5595,20042.97676,0.3324547751599072,4.258490270255955
264,2022-01-01,4.0,282.599,1.4649999999999999,19905.03963,-0.6882068050654278,-4.941332813449217
265,2022-02-01,3.8,284.61,1.764,19938.56222,0.16841257602659976,-2.951701679018015
266,2022-03-01,3.6,287.472,1.9342105263157894,19935.1304,-0.017211973271369363,3.437689520143028
267,2022-04-01,3.6,288.611,2.1278260869565218,19865.01477,-0.35171894335839227,-8.493505073750796
268,2022-05-01,3.6,291.268,2.7475,19917.74297,0.26543247317201146,0.22572414620138925
269,2022-06-01,3.6,294.728,2.8980952380952383,19909.58288,-0.040968949204178706,-8.640684554959455
270,2022-07-01,3.5,294.628,3.1433333333333335,19898.56663,-0.05533139527029718,9.68049024254225
271,2022-08-01,3.7,295.32,2.896,20200.87783,1.5192611891161167,-4.08018950358815
272,2022-09-01,3.5,296.539,2.8978260869565218,20071.15571,-0.6421608065336315,-9.615877545230777
273,2022-10-01,3.7,297.987,3.5190476190476194,20127.4007,0.28022795903066555,8.571722472502973
274,2022-11-01,3.6,298.598,3.9835000000000003,20222.02655,0.4701344769272753,5.559163908607334
275,2022-12-01,3.5,298.99,3.8909999999999996,20204.80519,-0.08516139545865498,-6.193593426312216
276,2023-01-01,3.4,300.536,3.616190476190476,20283.65522,0.3902538493121721,6.776820372362646
277,2023-02-01,3.6,301.648,3.5315,20193.96427,-0.44218336895986976,-2.5142709687377196
278,2023-03-01,3.5,301.808,3.7468421052631578,,,3.313488382161034
279,2023-04-01,3.4,302.918,3.6630434782608696,,,1.9852379797527409
280,2023-05-01,3.7,,3.46,,,0.461619373823563
281,2023-06-01,,,3.5736363636363637,,,
282,2023-07-01,,,3.61,,,
